KFHU,FORT HUACHUCA   ,AZ,31.35,-110.21,31.360514698438337,-110.2087700718906
KGXF,GILA BEND (AAF) ,AZ,32.52,-112.43,32.52649789888254,-112.41999193627507
KGEU,GLENDALE        ,AZ,33.32,-112.18,33.32661279508717,-112.18917925580669
KLGF,LAGUNA (AAF)    ,AZ,32.52,-114.24,32.52396294583371,-114.23509032558762
KLUF,LUKE AFB/GLENDAL,AZ,33.31,-112.22,33.30134188597111,-112.2125773226418
KGYR,GOODYEAR MUNICIP,AZ,33.25,-112.22,33.25365169395083,-112.23253878393218
KGCN,GRAND CANYON    ,AZ,35.57,-112.09,35.56136587746519,-112.0931948429555
K40G,GRAND CANYON/VAL,AZ,35.38,-112.09,35.38038915197619,-112.09281165679573
KIGM,KINGMAN         ,AZ,35.15,-113.56,35.15456713205637,-113.55483424182412
KHII,LAKE HAVASU CITY,AZ,34.34,-114.22,34.35094044045988,-114.2196161290536
KFFZ,MESA/FALCON FLD ,AZ,33.28,-111.43,33.270297901936225,-111.4180163173655
KOLS,NOGALES         ,AZ,31.25,-110.51,31.239503948387753,-110.51349606793785
KPGA,PAGE            ,AZ,36.55,-111.27,36.546882238519515,-111.26671698089095
KPAN,PAYSON          ,AZ,34.15,-111.2,34.15692232356269,-111.19154268808593
KDVT,PHOENIX/DEER VLY,AZ,33.41,-112.04,33.41090902960808,-112.03838992216949
KALK,PIONEER AIRFIELD,AZ,31.36,-110.26,31.35542437486308,-110.26159208071509
KPRC,PRESCOTT        ,AZ,34.39,-112.25,34.38980708355195,-112.24309508413863
KSAD,SAFFORD         ,AZ,32.51,-109.38,32.508508233145236,-109.38964006407333
KSDL,SCOTTSDALE      ,AZ,33.37,-111.55,33.37147199063093,-111.54176350901643
KSEZ,SEDONA          ,AZ,34.51,-111.47,34.51548173209767,-111.46394936591167
KSOW,SHOW LOW MUNICIP,AZ,34.16,-110.0,34.15626076248069,-110.01235939332282
KJTC,SPRINGERVILLE   ,AZ,34.08,-109.19,34.072041258500875,-109.17973798542386
KSJN,ST. JOHNS       ,AZ,34.31,-109.23,34.316242716579815,-109.23819324851773
KTYL,TAYLOR          ,AZ,34.27,-110.07,34.26326065079059,-110.08162065272454
KAVQ,TUCSON/MARANA   ,AZ,32.24,-111.13,32.250578157627295,-111.13622329934303
KRYN,TUCSON/RYAN FLD ,AZ,32.09,-111.1,32.09578430536672,-111.08742960508394
KCMR,WILLIAMS CLARK  ,AZ,35.18,-112.12,35.17418540158272,-112.11624402306218
KRQE,WINDOW ROCK     ,AZ,35.39,-109.04,35.39573714828125,-109.04519423329212
KINW,WINSLOW         ,AZ,35.02,-110.43,35.02328945422256,-110.43382130541592
KYUM,YUMA INTL       ,AZ,32.38,-114.35,32.3734263229992,-114.34506394350733
KNOZ,YUMA AUX        ,AZ,32.3,-114.27,32.29017916683594,-114.27677780577167
KNYL,YUMA MCAS       ,AZ,32.38,-114.37,32.37020361805761,-114.37160477943924
KNGZ,ALAMEDA NAS     ,CA,37.46,-122.19,37.46730370139654,-122.18750477601222
KAAT,ALTURAS         ,CA,41.29,-120.34,41.28278044124733,-120.33051522260928
KAPV,APPLE VALLEY    ,CA,34.34,-117.11,34.347982099324945,-117.11779024552987
KACV,ARCATA/EUREKA   ,CA,40.59,-124.06,40.598893579739695,-124.05509842791454
KAUN,AUBURN MUNI     ,CA,38.57,-121.05,38.57370434881773,-121.0571355602315
KAVX,AVALON          ,CA,33.24,-118.25,33.22942197167754,-118.2397276204946
KBFL,BAKERSFIELD     ,CA,35.26,-119.03,35.264637766061846,-119.03327140751517
KBAB,BEALE AFB/MARYSV,CA,39.07,-121.25,39.06523609878897,-121.23827864478297
KBUO,BEAUMONT        ,CA,33.55,-116.58,33.55269852850405,-116.57629567586213
KL35,BIG BEAR CITY   ,CA,34.16,-116.51,34.15685817413212,-116.50026737974896
KBYS,BICYCLE LAKE    ,CA,35.17,-116.37,35.177275470195816,-116.36554644944091
KBIH,BISHOP          ,CA,37.22,-118.21,37.22117742495396,-118.22028462238043
KBLH,BLYTHE          ,CA,33.37,-114.43,33.368175828811,-114.4339914292505
KL08,BORREGO SPRINGS ,CA,33.16,-116.19,33.167846041245056,-116.20172715157774
KO57,BRIDGEPORT      ,CA,38.16,-119.13,38.154784562190116,-119.14260578762122
KBAN,BRIDGEPORT(MCMWT,CA,38.21,-119.31,38.2224852302017,-119.30175667460148
KBUR,BURBANK         ,CA,34.12,-118.22,34.12374929861775,-118.23306157463568
KBNY,BURNEY          ,CA,40.52,-121.4,40.52282096081087,-121.40659618219551
KC83,BYRON           ,CA,37.5,-121.37,37.50670298049152,-121.36705175234047
KCXL,CALEXICO INTL   ,CA,32.4,-115.3,32.3923843061561,-115.2970637041329
KCMA,CAMARILLO       ,CA,34.13,-119.06,34.13957892794802,-119.06601928311719
KNFG,CAMP PENDLETON  ,CA,33.17,-117.2,33.172076615629706,-117.18720118264413
KCZZ,CAMPO           ,CA,32.38,-116.28,32.379790813447116,-116.27163292459318
KCRQ,CARLSBAD        ,CA,33.08,-117.17,33.082865228359864,-117.16961739304885
KO59,CEDARVILLE      ,CA,41.33,-120.1,41.336642151660655,-120.106949889465
KCIC,CHICO MUNICIPAL ,CA,39.47,-121.5,39.47763274736388,-121.48870089820022
KNID,CHINA LAKE (NAF),CA,35.4,-117.4,35.405682141362995,-117.38690908987412
KCNO,CHINO           ,CA,33.59,-117.37,33.58071480210632,-117.37804479560332
KO22,COLUMBIA        ,CA,38.02,-120.25,38.01557643615111,-120.25841479095264
KCCR,CONCORD         ,CA,38.0,-122.03,37.991406048874914,-122.03468418681035
KAJO,CORONA MUNI     ,CA,33.54,-117.36,33.536170729911824,-117.36914241570561
KCEC,CRESCENT CITY   ,CA,41.46,-124.13,41.461686881109486,-124.12601629194742
KDAG,DAGGETT         ,CA,34.51,-116.47,34.50477832614639,-116.45706937832522
KEDU,DAVIS           ,CA,38.32,-121.47,38.33119481974448,-121.45834977685017
KDLO,DELANO          ,CA,35.45,-119.14,35.45562384929062,-119.13126450958748
KEDW,EDWARDS AFB     ,CA,34.53,-117.52,34.52218301461938,-117.51272884029366
K9L2,EDWARDS N-AUX   ,CA,34.58,-117.52,34.588794573729956,-117.52628853658318
KNJK,EL CENTRO NAF   ,CA,32.49,-115.4,32.494169389306876,-115.39670842612854
KEMT,EL MONTE        ,CA,34.04,-118.01,34.039449811890606,-118.02217407052255
KBLU,EMIGRANT GAP    ,CA,39.17,-120.42,39.1649974010486,-120.42103793813986
KEKA,EUREKA/MURRAY   ,CA,40.48,-124.1,40.477556983954166,-124.10905668892667
KL18,FALLBROOK AIRPAR,CA,33.21,-117.15,33.201733001869435,-117.13830415673392
KFOT,FORTUNA         ,CA,40.33,-124.08,40.32721923646941,-124.06603761474636
KFAT,FRESNO          ,CA,36.47,-119.43,36.45798187018775,-119.43989789675884
KFCH,FRESNO CHANDLER ,CA,36.43,-119.49,36.42794514040252,-119.48962004042131
KFUL,FULLERTON       ,CA,33.52,-117.59,33.5286276187751,-117.58735076433972
KGOO,GRASS VALLEY    ,CA,39.13,-121.0,39.12506579040401,-120.99193573718469
KHAF,HALF MOON BAY   ,CA,37.31,-122.3,37.314026391828726,-122.29135396911406
KHJO,HANFORD         ,CA,36.19,-119.37,36.193765428714435,-119.38020381093703
KO18,HANFORD         ,CA,36.19,-119.38,36.193765428714435,-119.38020381093703
KHHR,HAWTHORNE       ,CA,33.55,-118.2,33.55643839732661,-118.19764297139963
KHWD,HAYWARD         ,CA,37.4,-122.07,37.39323742445621,-122.08268044570039
KHES,HEALDSBURG      ,CA,38.39,-122.54,38.386295305137516,-122.54101927456908
KCVH,HOLLISTER MUNI  ,CA,36.54,-121.25,36.547741570228816,-121.24497759721993
KHGT,HUNTER LIGGET   ,CA,36.0,-121.13,35.99424882367339,-121.1389604490099
KIPL,IMPERIAL        ,CA,32.5,-115.35,32.50094721208798,-115.34362688732105
KNRS,IMPERIAL BEACH  ,CA,32.34,-117.07,32.33870471785515,-117.07850433324094
KIYK,INYOKERN        ,CA,35.4,-117.49,35.39088354310891,-117.4955819155832
KJAQ,JACKSON         ,CA,38.22,-120.48,38.20910274554886,-120.47744459358022
KPOC,LA VERNE/BRACKET,CA,34.06,-117.46,34.0480651833587,-117.47194544748318
KWJF,LANCASTER/FOX   ,CA,34.43,-118.13,34.43540442095546,-118.1321560355239
KNLC,LEMOORE NAS/REEV,CA,36.19,-119.57,36.18764660161695,-119.57623634933341
KLHM,LINCOLN         ,CA,38.55,-121.21,38.55246773009228,-121.19631905268079
KLLR,LITTLE RIVER    ,CA,39.16,-123.45,39.16634607350072,-123.44747747860333
KLVK,LIVERMORE       ,CA,37.42,-121.49,37.41954540216393,-121.48843700779457
KLPC,LOMPOC          ,CA,34.4,-120.28,34.389337212159354,-120.28602807043465
KLGB,LONG BEACH      ,CA,33.49,-118.09,33.47893741435307,-118.09916028823125
KSLI,LOS ALAMITOS AAF,CA,33.46,-118.02,33.468146288598064,-118.01452598568794
KLAX,LOS ANGELES     ,CA,33.56,-118.23,33.55259158341336,-118.22434083450212
KCQT,LOS ANGELES     ,CA,34.01,-118.17,34.01650613345533,-118.18305799524562
KWHP,LA / WHITEMAN   ,CA,34.15,-118.25,34.145961128123936,-118.23770628262726
KMAE,MADERA          ,CA,36.59,-120.07,36.592630355624465,-120.0651230391291
KMMH,MAMMOTH/JUNE LAK,CA,37.37,-118.49,37.36634166343498,-118.47961015559308
KMYV,MARYSVILLE      ,CA,39.06,-121.34,39.04817780899562,-121.35011988027583
KMHR,MATHER FIELD    ,CA,38.32,-121.17,38.330447496766,-121.1697493570282
KMCC,MCCLELLAN AFB   ,CA,38.4,-121.24,38.40904843001723,-121.24706992273171
KMCE,MERCED          ,CA,37.17,-120.3,37.1728768191086,-120.28663356437004
KMER,MERCED/CASTLE AF,CA,37.23,-120.34,37.23448871757526,-120.32974255968098
KNKX,MIRAMAR NAS/SAN ,CA,32.52,-117.08,32.5211273445362,-117.08683556857628
KMOD,MODESTO         ,CA,37.37,-120.57,37.38059695021143,-120.56435470082657
KNUQ,MOFFETT NAS/MTN ,CA,37.24,-122.03,37.24469157520517,-122.01630951870759
KMHV,MOJAVE          ,CA,35.04,-118.09,35.03485645450943,-118.0910257584372
KSIY,MONTAGUE/SISKIYO,CA,41.46,-122.28,41.46354040886271,-122.27844765141084
KMRY,MONTEREY        ,CA,36.35,-121.51,36.346535334688106,-121.50747291153456
KMHS,MOUNT SHASTA    ,CA,41.19,-122.19,41.18491564931301,-122.2028805432124
KMWS,MOUNT WILSON    ,CA,34.14,-118.03,34.12833335144016,-118.04058300124619
KF70,MURRIETA/TEMECUL,CA,33.34,-117.08,33.34651680423229,-117.08463016319052
KAPC,NAPA            ,CA,38.12,-122.17,38.13065066727141,-122.15691258480568
KEED,NEEDLES         ,CA,34.46,-114.37,34.468738622323755,-114.37797894811466
K3A6,NEWHALL         ,CA,34.22,-118.34,34.22323223986999,-118.33686978328261
KNZY,NORTH ISLAND NAS,CA,32.42,-117.13,32.424412954790206,-117.12237308138661
KDVO,NOVATO/GNOSS FLD,CA,38.09,-122.33,38.08227029398711,-122.31731033146593
KOAK,OAKLAND         ,CA,37.43,-122.14,37.42806558715326,-122.1488254773555
KOKB,OCEANSIDE       ,CA,33.13,-117.21,33.12379010596649,-117.20503661259279
KNXF,OCEANSIDE/RED-B ,CA,33.17,-117.27,33.16100942790904,-117.26711886616914
KONT,ONTARIO         ,CA,34.03,-117.35,34.040669393307894,-117.36010291580614
KOVE,OROVILLE        ,CA,39.3,-121.37,39.2911300767626,-121.3827721607294
KOXR,OXNARD          ,CA,34.12,-119.12,34.10942183201928,-119.11481123975396
KPSP,PALM SPRINGS    ,CA,33.49,-116.3,33.499053264380706,-116.29174420196127
KPMD,PALMDALE        ,CA,34.38,-118.05,34.38026040055807,-118.03756072247674
KGXA,PALMDALE        ,CA,34.34,-117.4,34.33339275706298,-117.39142163534518
KPAO,PALO ALTO       ,CA,37.28,-122.07,37.2795663770767,-122.08234201258476
KPRB,PASO ROBLES     ,CA,35.4,-120.38,35.40463291960938,-120.38054401399317
KO69,PETALUMA        ,CA,38.15,-122.36,38.143130654921755,-122.36195000970415
KPVF,PLACERVILLE     ,CA,38.43,-120.45,38.43963526640635,-120.446878237121
KNTD,POINT MUGU NAS  ,CA,34.07,-119.07,34.06902807761176,-119.07839095022676
KPTV,PORTERVILLE     ,CA,36.01,-119.04,36.01710291357956,-119.0308723595467
K87Q,PT. PIEDRAS BLAN,CA,35.4,-121.17,35.39608244777464,-121.16394150563342
KRBL,RED BLUFF       ,CA,40.09,-122.15,40.09578334920177,-122.14743593878285
KRDD,REDDING         ,CA,40.31,-122.18,40.31579075147279,-122.17653728032997
KREI,REDLANDS        ,CA,34.05,-117.09,34.05521965498085,-117.08718091145047
KO32,REEDLEY         ,CA,36.4,-119.27,36.389928018195846,-119.28324341732433
KO88,RIO VISTA       ,CA,38.12,-121.42,38.108999065991455,-121.43128916287398
KRAL,RIVERSIDE       ,CA,33.57,-117.27,33.57324517865026,-117.26667152904352
KRIV,RIVERSIDE/MARCH ,CA,33.52,-117.16,33.517466609699134,-117.17322419222093
KRNM,RAMONA          ,CA,33.02,-116.55,33.028839269931964,-116.55787896285011
KSAC,SACRAMENTO      ,CA,38.3,-121.3,38.309097588078124,-121.30859177148653
KSMF,SACRAMENTO/METRO,CA,38.42,-121.36,38.413708086902126,-121.36368972558898
KSNS,SALINAS         ,CA,36.4,-121.36,36.39449399621085,-121.34927638748039
KCPU,SAN ANDREAS     ,CA,38.09,-120.39,38.086425267954795,-120.3903200031035
KSBD,SAN BERNARDINO  ,CA,34.05,-117.15,34.04789654918289,-117.14088601817525
KSQL,SAN CARLOS AIRPO,CA,37.31,-122.15,37.314410691403026,-122.14841719702677
KNUC,SAN CLEMENTE IS.,CA,33.01,-118.34,33.00965216521209,-118.33117617496953
KSAN,SAN DIEGO       ,CA,32.44,-117.11,32.45043225744918,-117.10025633789962
KMYF,SAN DIEGO/MNTGMY,CA,32.49,-117.08,32.498787782720925,-117.08248170023933
KSDM,SAN DIEGO/BROWN ,CA,32.35,-117.0,32.349701166811045,-116.99914283504472
KSEE,SAN DIEGO/SANTEE,CA,32.49,-116.58,32.49710503606285,-116.5926413805686
KSFO,SAN FRANCISCO   ,CA,37.37,-122.22,37.37106745636554,-122.22012743759008
KSJC,SAN JOSE        ,CA,37.22,-121.55,37.22726161211274,-121.55484187483874
KRHV,SAN JOSE/REID   ,CA,37.19,-121.49,37.192175278872305,-121.48901231638203
KSBP,SAN LUIS OBISPO ,CA,35.14,-120.38,35.13142930823163,-120.37317011519114
KL52,OCEANO CNTY     ,CA,35.06,-120.37,35.06518046557365,-120.35784107162516
KE16,SAN MARTIN      ,CA,37.05,-121.36,37.051916283608996,-121.36871154949827
KNSI,SAN NICOLAS ISLA,CA,33.13,-119.27,33.124245570301795,-119.2595805526554
KSDB,SANDBERG        ,CA,34.45,-118.43,34.45963003421832,-118.4421503799478
KSNA,COSTA MESA      ,CA,33.4,-117.52,33.40246785605567,-117.5070621505522
KSBA,SANTA BARBARA   ,CA,34.26,-119.51,34.25675893269762,-119.50706187891622
KSMX,SANTA MARIA     ,CA,34.54,-120.27,34.53046582902282,-120.262722893335
KSMO,SANTA MONICA    ,CA,34.01,-118.27,34.00497439815951,-118.26347526655084
KSTS,SANTA ROSA      ,CA,38.3,-122.49,38.303799667345196,-122.49047635034336
KIZA,SANTA YNEZ      ,CA,34.36,-120.04,34.36032422744738,-120.02950719397778
KO87,SHELTER COVE    ,CA,40.01,-124.04,40.01681196942499,-124.03657978734917
KTVL,SOUTH LAKE TAHOE,CA,38.54,-120.0,38.548906906638685,-120.0117028016772
KSCK,STOCKTON        ,CA,37.53,-121.13,37.51913893250839,-121.14117357620819
KSVE,SUSANVILLE MUNI ,CA,40.22,-120.34,40.21127283106788,-120.32841596453615
KTRM,THERMAL/PALM SPG,CA,33.38,-116.1,33.38629483896177,-116.10603162536765
KTOA,TORRANCE MUNICIP,CA,33.47,-118.19,33.46742979068138,-118.17920358836247
KTCY,TRACY           ,CA,37.41,-121.26,37.41027798877376,-121.25735443750587
KSUU,TRAVIS AFB/FAIRF,CA,38.16,-121.55,38.15712795873628,-121.55858310457913
KTRK,TRUCKEE TAHOE   ,CA,39.19,-120.07,39.1924047568985,-120.07934412955561
KTSP,TEHACHAPI       ,CA,35.08,-118.26,35.07836125675487,-118.26739873679124
KO86,TRINITY CENTER  ,CA,40.59,-122.42,40.59085051679723,-122.42717972888063
KNXP,TWENTYNINE PALMS,CA,34.17,-116.1,34.16521980642011,-116.08817000141542
KUKI,UKIAH           ,CA,39.07,-123.12,39.060679646184035,-123.12722269719013
KCCB,UPLAND          ,CA,34.07,-117.41,34.07773587370727,-117.42274258371283
KVCB,VACAVILLE       ,CA,38.23,-121.57,38.222492224340826,-121.57509173298124
KVNY,VAN NUYS        ,CA,34.13,-118.29,34.13826270986715,-118.29137772321437
KVBG,VANDENBERG AFB  ,CA,34.44,-120.35,34.447367265077084,-120.3548934491741
KXVW,VANDENBERG RANGE,CA,34.43,-120.34,34.4252380082616,-120.3498166536854
KVCV,VICTORVILLE     ,CA,34.35,-117.23,34.35553657866275,-117.22992362926227
KVIS,VISALIA MUNI    ,CA,36.19,-119.24,36.191700547957,-119.23875757730214
KWVI,WATSONVILLE     ,CA,36.56,-121.47,36.557058352308424,-121.47422588800356
KO54,WEAVERVILLE     ,CA,40.45,-122.55,40.4611528894037,-122.53962537122511
KDEN,DENVER (DIA)    ,CO,39.51,-104.39,39.517244470693015,-104.39500106661096
KAKO,AKRON           ,CO,40.1,-103.13,40.11072586112431,-103.12195414950794
KALS,ALAMOSA         ,CO,37.26,-105.52,37.249555652840726,-105.51653731096026
KASE,ASPEN           ,CO,39.14,-106.52,39.147243566530065,-106.50716196381345
K0CO,BERTHOUD PASS   ,CO,39.48,-105.46,39.47951618751709,-105.45300621731334
KBJC,BROOMFIELD/JEFFC,CO,39.54,-105.06,39.546907192998795,-105.0578144217332
KBKF,BUCKLEY ANGB/DEN,CO,39.43,-104.45,39.426058658240954,-104.44413374625064
KITR,BURLINGTON      ,CO,39.14,-102.17,39.135803434575934,-102.16099981175314
K1V6,CANON CITY      ,CO,38.26,-105.06,38.25964977989618,-105.0490497193796
KCWN,CHEYENNE MOUNTAI,CO,38.45,-104.51,38.44660562055928,-104.4986781269951
KCOS,COLORADO SPRINGS,CO,38.49,-104.41,38.49550882574359,-104.41782420552089
